5000 30000
1929 1571 4
2190 143 3
2134 2139 2
3085 2428 10
1437 3546 10
622 1923 9
294 4846 9
775 1351 2
2192 4771 4
597 3303 4
1008 3343 4
2027 2000 7
1218 896 3
683 4583 10
3261 1657 2
3484 1117 2
2402 640 4
2067 1132 9
1938 1399 4
2236 2410 6
4011 1542 1
4536 1788 7
764 955 4
117 1704 9
3459 4588 7
4054 1903 1
284 2662 10
976 4842 8
3022 1871 5
1862 728 6
4189 2240 3
1013 4906 6
835 2892 7
1076 4393 3
548 2266 1
1091 2812 2
4006 1867 6
570 1499 7
2424 4577 3
490 3657 7
54 842 1
1738 324 10
498 3492 6
3774 2079 8
2792 1797 1
1215 2985 3
1111 801 1
1326 4079 5
108 916 2
1164 463 1
1716 925 9
3062 1439 4
2982 628 9
2513 2925 10
3321 4618 9
4185 465 5
1592 185 8
594 1333 7
306 1845 1
4649 292 4
3366 2068 10
4489 3674 2
1465 855 2
819 522 9
546 1689 3
1927 660 7
632 2667 10
2422 395 9
4882 3316 1
4334 466 2
2231 2898 5
620 776 4
3087 1188 4
1050 48 3
3065 2907 10
3764 2778 10
151 4919 5
1752 906 5
1684 3901 2
3622 2236 6
3598 1103 1
1735 2455 2
1528 4801 5
4904 4838 10
1937 1021 3
4621 3650 1
2863 2507 4
3631 1764 8
1395 4397 3
996 381 4
2743 3865 5
4417 3839 10
331 3481 4
3071 559 9
3005 3319 1
2194 930 1
3270 626 5
1183 912 2
3042 9 10
3373 4960 2
3337 4867 3
2258 3570 5
930 185 2
989 2805 2
1115 4623 10
4149 4331 7
355 4586 5
420 762 9
4929 2374 7
176 3345 5
4699 3886 6
1843 3469 2
961 2443 4
914 1821 8
2430 869 1
1194 1888 1
1139 81 9
4782 1027 7
1119 2982 8
1689 3073 1
2725 2694 7
726 4496 8
2100 3746 9
4991 2490 5
1855 1687 10
4374 4550 5
4887 230 3
4707 2234 9
2974 4518 8
3907 373 2
1466 1073 8
1209 820 2
3397 961 2
1837 2426 2
2995 14 1
3238 3519 9
4561 508 1
1346 4981 5
4729 3348 8
4206 2222 3
2436 1505 4
4909 1638 2
2598 723 10
349 4337 3
3117 1182 10
2766 4295 3
2350 1552 3
3565 236 10
69 1559 7
226 3456 3
3607 3676 7
1175 2775 8
2109 3325 8
4941 687 9
4754 4401 1
2052 1622 6
1159 4726 6
711 1223 7
1448 3158 6
4741 1985 7
299 4886 8
3165 3059 6
841 2229 5
2464 1191 5
4996 734 6
2272 523 10
1689 3002 7
1894 4215 3
4985 4283 7
2115 2598 2
4348 4126 6
1019 1183 10
2736 1050 5
2688 600 2
1612 348 1
853 3385 9
1585 721 9
515 4943 1
2160 466 4
687 2595 5
191 1673 8
3730 585 8
1336 2652 8
3863 1238 9
2836 1154 8
2428 912 7
2255 3325 10
2783 4442 10
2381 334 7
474 3562 8
1353 2407 5
2104 4184 1
412 402 8
643 4010 7
2437 2732 6
2413 3816 1
2822 4714 5
2147 4827 8
4068 732 4
2141 4332 8
3477 1932 10
3390 2110 8
3618 2514 10
1562 2805 4
4574 4975 10
792 4153 5
4533 202 10
2954 2837 4
2949 1164 6
2616 1011 4
1837 2508 10
2203 45 3
3880 3565 2
3614 630 2
4107 2782 6
43 3048 9
4330 3820 3
4970 1461 4
261 902 3
336 2527 4
3873 2639 1
366 1423 4
984 2015 3
3421 2046 8
1850 1978 2
494 4290 3
471 1958 6
61 2040 2
3012 892 4
54 3643 4
444 4061 9
980 831 2
2259 2750 6
732 629 2
517 3686 6
1971 4543 9
3678 3641 8
4815 3088 4
4641 1459 4
3604 1900 7
4930 4767 5
1151 4613 8
1531 1533 2
1486 961 2
3265 2308 9
1510 1984 1
510 2371 10
3427 4234 4
3310 3973 5
2974 1877 4
138 4869 5
2135 1980 1
970 1000 9
2101 374 7
2751 296 9
971 772 10
2677 3838 10
1030 3219 3
495 4404 8
922 4806 10
3149 1422 1
665 2683 7
4385 4276 10
3298 3816 6
3083 3811 6
2164 2363 6
964 2941 7
423 1686 1
4455 1568 9
891 1677 6
3472 1266 8
4875 3999 5
2544 1026 4
662 580 8
3267 2678 8
650 2087 10
4153 2133 4
2361 3213 6
2395 1226 3
77 47 10
2633 3643 1
4313 4960 5
4592 313 9
4341 2274 6
457 1170 5
1237 1783 6
2852 4298 7
3850 2010 1
2628 1285 2
2490 1141 1
3774 1917 3
1475 3891 3
2802 382 10
1427 2300 5
1019 241 6
1335 3678 9
3838 3265 9
2640 4777 5
518 3460 6
3828 2889 10
1065 739 3
3469 2760 2
1890 3804 5
1192 1237 4
3638 2748 3
4854 2000 9
1478 1733 5
1078 2464 4
2105 1970 1
1657 4222 4
2096 1195 4
1715 4948 4
4682 4871 3
1019 2837 5
2038 746 6
4081 3481 8
3334 3061 3
3879 3266 4
3513 4267 1
2346 1087 4
967 169 10
4812 4961 8
3442 2001 9
2472 3902 1
2451 1549 5
869 3020 9
962 716 9
2988 3953 3
2475 345 9
1807 3053 6
4381 3013 10
2301 1873 2
1350 68 10
309 4354 4
3479 4227 9
4866 471 8
1661 1054 4
2127 1288 4
3538 2380 2
2355 4500 10
824 2673 9
3196 628 5
4047 2327 6
4108 2084 10
209 3009 10
4820 2590 3
4459 1497 5
2755 736 6
4280 4585 9
1675 3775 8
749 261 9
796 851 4
2560 1880 10
2090 2069 1
45 1209 7
634 2280 4
2863 91 2
832 12 8
3622 2038 2
2968 2931 2
2547 3755 7
704 2240 4
160 2256 10
759 189 5
131 393 6
4715 4649 3
3384 3654 9
562 4 7
661 376 1
2809 4118 3
393 651 9
3872 1202 4
2071 2028 9
4091 2149 10
399 3405 9
3681 4885 8
568 1721 4
1604 626 4
2321 781 8
500 2007 4
2727 4510 7
4585 1902 2
527 535 3
4191 63 2
2332 3355 2
885 3651 6
3230 2284 9
4184 2065 4
719 4175 1
929 3085 10
4432 3742 6
1643 345 5
2670 4350 9
68 2339 1
2871 1963 7
4556 4990 4
3147 1715 1
3303 942 6
3 3013 10
3599 1821 9
1981 3458 6
1387 1649 6
930 2160 2
453 2875 2
2981 2513 1
1998 915 10
4328 2485 2
1977 4391 7
2173 214 10
1954 3841 1
191 1934 2
3419 864 10
4557 4067 7
880 1952 6
1449 4850 8
4875 1699 1
4118 3145 2
1917 1377 4
1124 4786 1
2850 3592 4
1378 2827 2
1859 1686 10
4846 1869 8
3965 2382 2
2059 2996 3
2563 2140 1
1634 264 2
547 3491 8
1420 3730 9
3232 706 1
2761 897 3
3345 4889 1
333 820 6
2046 4369 6
1444 3181 8
658 3190 5
2676 3000 10
2348 1996 3
3338 3592 7
660 1932 7
2040 1010 2
616 2923 10
45 2876 4
1888 3704 1
2095 4186 5
1609 2331 4
1530 1701 4
313 3486 8
739 4276 7
2298 3481 6
425 3396 4
4560 1101 5
3257 2533 10
2093 438 3
2346 1193 9
543 4976 9
2763 3331 9
3316 1997 3
3513 3174 2
2628 1277 7
1350 3061 8
2743 1051 5
2107 169 3
360 161 6
1030 4061 1
899 487 6
2873 2337 9
2856 884 2
25 2595 10
4959 4034 10
2117 4484 8
3746 2513 9
4482 4939 9
2564 2352 9
3499 4952 5
19 2530 1
4656 2185 8
4437 1088 2
882 3320 10
3088 1833 10
1694 1386 1
4371 1985 6
772 3449 9
2051 594 2
2379 4478 1
1182 839 3
2666 228 3
4336 4975 1
4661 612 9
3313 2213 10
212 4062 2
128 3996 5
2394 3262 9
84 1498 2
2279 733 7
4253 2269 8
3912 326 8
3752 2537 3
3024 3373 2
846 2525 3
4814 1256 2
1349 3612 4
217 4964 8
372 360 3
4947 610 1
863 4329 1
4577 1321 10
661 1636 2
229 80 4
1498 3680 10
2337 3444 10
905 1828 2
1005 4660 8
2410 3867 7
4213 2633 4
723 4740 3
57 1238 4
4223 1792 9
336 1758 1
657 1212 6
1002 2335 2
4304 187 3
3075 3646 8
4414 2895 9
1616 2579 8
119 1208 3
3007 2926 4
3055 2292 7
2722 2303 4
2805 3008 4
4881 2920 10
2700 3048 2
1043 4713 6
191 2490 3
4910 3029 6
4793 3913 1
3946 479 7
4344 380 3
1943 3032 10
397 3686 3
1561 1817 9
4312 738 6
823 2311 2
1586 1078 7
3296 4290 2
2077 3198 8
4132 453 8
3550 206 8
3515 2316 7
4624 1841 6
906 1765 8
4936 1735 7
4561 380 8
1130 3809 6
3086 1072 1
2286 4287 5
1367 653 7
4952 3980 5
578 819 8
4382 3831 10
733 3760 7
2724 4252 9
1068 4426 6
4691 221 3
4695 4548 2
4629 1532 1
4492 417 6
1386 828 8
2592 4777 9
3233 290 5
4438 4020 10
4548 4177 6
2306 1035 5
1641 4765 6
1220 3899 1
2541 871 1
1560 2084 3
1501 4538 1
2393 2603 1
1174 2558 4
1960 218 9
1337 4705 4
954 507 5
496 3271 2
1483 1098 2
4399 1990 10
1405 4532 10
3121 83 7
448 4588 8
534 1021 6
1767 3292 8
971 3629 5
2353 4009 1
2331 806 2
1617 4764 7
666 1342 7
3203 4810 8
4423 1241 1
1051 367 8
1877 2440 6
4292 4282 6
1912 4332 2
4 37 5
473 4205 3
872 3301 8
1091 2907 8
2201 384 6
4602 1712 6
3317 4858 5
202 703 3
2196 1597 2
1274 2428 3
1049 534 4
4393 3746 3
2543 4743 9
3006 69 3
1280 2459 9
3343 1898 10
3297 641 4
3958 28 8
3570 648 9
1131 949 2
4912 4658 10
3445 3183 10
4285 2906 7
2379 4300 6
1200 388 6
4369 2608 5
3215 4242 6
2108 67 2
2699 391 7
3652 2069 3
1359 848 8
4998 2104 9
1762 2491 2
964 2161 9
4348 576 8
815 4715 4
3996 981 7
415 3321 10
2222 3275 8
699 3837 8
1917 2835 1
266 3281 9
3421 4089 9
3834 1427 8
2064 1666 5
3260 2288 5
2991 205 7
4122 29 8
4736 63 4
1109 4465 8
734 4793 2
1013 4251 8
3836 732 10
4780 436 10
3833 1386 2
1084 1856 4
4129 108 4
4353 286 9
2826 214 6
765 562 1
805 1202 1
911 2252 4
2864 4644 7
3499 928 1
241 2911 9
853 2037 3
4574 2284 9
1741 4917 10
2326 1410 4
518 1865 6
1996 777 9
3602 1572 7
2340 4604 7
3303 1413 5
397 867 2
1314 3157 2
1399 3275 10
2169 4305 8
1257 3393 8
359 599 8
267 2422 1
2391 3803 7
2315 2142 5
533 1591 6
1155 3834 7
305 4781 5
1134 394 10
286 3848 8
2124 1156 10
137 3469 1
2116 3092 10
2323 3220 7
2759 15 3
3508 1973 8
4016 846 5
351 218 6
2839 176 7
3173 1195 7
4301 4777 1
3645 2344 4
1168 2823 4
3334 2729 7
4190 4114 10
285 4796 9
1121 4240 7
4272 3719 10
3048 3316 2
2962 1750 8
1219 4770 7
2997 4711 10
1853 3854 10
4839 1616 5
683 1391 8
2123 1818 4
3978 2512 7
3890 3273 2
3277 2788 6
1002 362 9
4692 2490 6
4289 2214 7
1545 347 6
2745 1320 7
4846 1869 1
948 410 6
283 3318 4
3653 2199 5
87 3478 8
418 4344 8
2134 518 7
227 2056 7
1034 1334 5
1847 3238 9
3824 1181 9
4104 512 8
3725 582 4
2981 3725 6
3324 3039 10
798 4928 6
591 2507 7
2058 4127 6
452 3391 5
1896 4083 10
2316 38 3
4506 4880 2
2574 3529 1
57 1813 9
2299 415 2
4758 4241 8
4330 4619 1
2442 2234 9
2538 2474 6
4324 4912 2
3929 4081 3
4170 4133 1
1760 233 3
2424 1372 8
2279 3032 7
3674 2579 7
4716 4875 6
1027 4232 8
4804 3594 2
288 2111 7
956 4397 7
4442 1782 2
4088 2875 4
1491 4031 8
49 791 3
1386 3527 5
1422 1346 7
2543 2599 1
297 4746 4
1354 152 4
1818 1811 8
139 1677 2
1317 399 6
1536 2679 6
478 2748 7
754 997 9
837 1219 10
3423 4079 1
538 1158 10
310 2438 6
1609 1761 8
3553 2624 7
2682 4414 8
2906 4500 8
2817 1568 6
313 3290 10
1981 3116 1
3249 4744 10
3839 2382 5
3667 4068 1
475 339 7
898 4982 1
4468 1100 9
608 728 5
1774 4105 10
975 3549 6
3745 1428 8
4892 3698 10
4757 4624 4
1837 4893 5
2047 2727 7
217 3794 6
1293 1973 9
814 964 4
361 1707 10
1729 1094 7
4106 3617 2
1972 3873 8
2369 3827 1
2950 315 8
3077 1902 2
3184 4997 10
600 1777 8
4830 3125 10
3622 1291 4
1724 614 7
4426 649 10
3717 2989 5
875 1266 7
2716 4007 2
3993 4423 2
3986 1827 6
1178 649 9
3339 1053 8
1722 3276 3
2831 1309 9
2724 3736 4
3692 3547 7
461 1956 7
4282 4759 2
619 1761 2
3584 2265 4
1009 3843 8
3024 4195 3
878 2326 6
967 2400 9
1016 1272 7
1116 2227 7
4506 2518 7
2978 546 6
582 233 5
4715 1813 1
2451 3386 7
1991 4848 9
4344 2792 8
4636 1911 4
4435 1471 2
1589 3499 10
4443 2486 7
589 4163 7
2011 3915 8
4226 431 4
4546 2734 3
2328 3741 9
2512 3468 5
4859 149 7
1013 1917 1
1376 3859 1
3801 439 9
3131 2721 6
4215 2384 3
2805 2716 10
3166 694 7
350 3540 5
1030 182 5
231 2908 1
1363 2285 7
1160 123 6
449 254 10
1586 1975 6
669 4262 2
4537 1183 2
1685 427 10
1174 3149 8
4652 882 6
12 3910 1
504 2319 10
2450 1038 4
755 4602 7
2207 4778 9
2707 3477 5
1121 686 3
1156 1230 6
3356 529 1
466 2363 10
965 4834 9
1327 3397 7
4208 3318 6
389 2175 1
2586 1123 7
3429 3854 4
2899 3446 10
780 1032 6
101 2371 8
1200 2782 7
1745 3141 7
175 223 8
2838 3358 4
1797 538 8
912 250 7
3660 2591 1
795 3955 2
1229 470 3
3923 1553 8
3333 258 10
4791 235 5
4465 1166 3
3949 1088 8
4577 2254 2
1378 3050 1
84 3221 4
3089 3372 3
3274 4719 10
2121 1068 6
638 2115 6
4729 2261 9
4551 1134 9
4096 618 4
806 4619 4
1644 1047 3
2115 1665 5
1119 485 6
2751 2357 8
1725 619 3
2607 68 1
1042 2314 7
3159 1201 9
3881 558 8
187 2144 8
157 1376 1
21 3973 3
3792 352 8
4018 2762 4
23 3878 3
1689 656 10
3839 791 2
1863 1342 5
4109 4160 9
2696 4215 4
1788 1197 3
4891 1732 1
4754 4283 6
2336 2215 1
1411 2105 2
1113 1468 2
405 695 10
1041 4747 2
4161 34 10
2436 182 10
3387 933 7
4309 1975 7
1158 2817 5
2135 2164 10
3869 3970 8
3937 829 3
687 2815 5
4437 1667 8
4124 3859 6
429 2552 8
1068 3108 10
3099 3815 4
4811 201 2
4361 1519 3
1791 2211 1
1651 3558 1
2478 2407 3
3265 2219 2
1797 2562 5
3363 3383 9
985 1186 6
3410 4812 3
2705 1574 3
2605 3739 7
1771 2097 7
4294 1056 7
1390 559 6
1480 1443 5
1636 662 6
3973 3268 8
4284 3009 4
2583 1724 5
1356 1107 1
2068 2656 3
479 2011 10
1144 144 1
4885 1544 10
3482 2885 6
987 2291 1
1081 1319 8
307 412 5
3497 2482 4
4124 945 4
1318 37 10
4970 2715 8
4707 2535 9
949 4059 2
3358 1084 2
3831 1768 8
741 4376 5
3510 3898 2
4832 4084 9
2819 1683 4
1696 405 8
458 2699 6
1712 1265 1
2389 2644 10
686 2640 1
977 4457 2
542 3758 2
4255 3400 5
4834 3329 7
2851 4025 6
1288 3520 8
3524 4724 10
4491 1206 7
1070 2078 6
3519 4005 10
455 2281 9
3370 878 8
1713 1054 1
3481 54 9
2478 335 3
3027 63 7
3136 2589 10
4773 2002 1
4344 1437 2
1969 3957 2
1266 1113 7
468 1988 9
3916 2976 10
1845 4766 9
3961 2430 3
790 2542 3
323 3961 10
1969 483 2
1697 2571 8
4571 3919 4
2424 2564 6
344 2216 6
4093 4581 8
3148 2219 1
2246 1519 5
4512 1543 6
3269 2907 5
449 3338 3
4570 1929 9
3858 2289 4
3667 4297 4
2852 1307 8
179 427 1
1073 3663 8
4303 329 5
4877 2753 9
454 4083 9
1555 4487 8
1393 3855 4
2072 1133 9
2726 1295 2
2549 2618 4
1255 2805 6
4909 1765 3
1723 2534 3
1714 2845 6
1870 3087 6
4438 2550 9
1985 2670 1
828 1037 2
2654 639 10
839 1317 8
2924 4522 10
44 1847 5
3928 84 5
2201 2563 4
3441 2266 3
455 1568 5
762 3158 3
4791 3329 5
568 3888 4
394 3458 7
4974 13 4
1950 4305 1
1968 4336 9
3928 3832 7
319 2252 10
1878 2072 6
443 2064 3
4561 1763 1
1454 1160 3
1038 2480 4
2684 2393 5
1637 2925 8
3387 4478 6
4208 385 6
3709 2972 3
2354 1493 3
1926 1932 7
424 4825 3
140 401 7
4203 4027 3
2447 30 6
771 4155 7
1328 508 9
2898 2022 3
2412 4645 7
3214 222 7
680 297 3
3367 2491 6
1211 267 6
4109 655 4
52 2258 2
657 4616 3
432 4474 9
2837 2185 1
4816 303 4
1453 481 10
1441 1478 10
3388 1210 6
1653 1246 8
1093 3554 5
4615 2056 7
1480 4089 8
97 1171 8
3219 2486 9
1950 3996 10
957 4430 1
489 609 2
3182 407 9
320 4558 2
2612 4250 1
4902 2153 4
1813 149 9
318 3089 10
224 3136 10
4773 4699 1
498 3348 7
4672 848 8
1986 4788 2
650 4908 8
4976 440 10
79 3937 4
4328 3018 5
1255 2488 6
1920 788 7
1984 4687 3
3986 1057 2
2721 2031 10
4729 907 2
1699 1343 4
1678 1681 3
4148 2389 2
1447 3877 6
908 318 8
4117 4865 3
4695 4781 6
1766 2645 2
1353 2905 5
1117 3797 1
2377 2789 5
3255 2170 7
4748 4924 8
4616 3168 7
4693 2032 5
3329 1604 3
2859 4679 1
2886 3350 6
2323 1136 8
236 1017 4
3413 3039 1
2462 548 4
49 2803 3
3035 2512 1
1255 321 2
3675 1971 9
3801 3816 4
2792 4348 9
3079 1029 10
317 3962 7
2996 2330 3
861 4981 10
247 1633 10
4621 3307 3
991 1741 10
4487 4635 4
4102 1930 3
2190 1176 4
3444 1711 1
1078 4019 2
1123 4195 7
712 3390 4
3843 2880 3
1803 4486 4
1643 2591 6
3199 3082 7
1250 2085 6
3289 4328 8
4548 41 1
4740 4355 7
2738 1578 6
752 341 7
4002 2232 6
3874 3184 8
1651 326 4
1318 2306 8
4905 4251 8
3204 1306 2
2010 3740 9
2591 1098 8
3132 4475 5
4269 3100 6
4569 1415 6
743 2471 9
1892 1881 8
1848 4225 9
3871 1574 7
2021 2316 2
2236 4638 10
2082 4086 3
2161 3929 5
4907 423 9
3676 610 7
829 4193 2
1289 2506 6
2163 2412 8
3940 2183 6
2639 2425 2
1852 1232 5
1180 759 7
4987 4703 4
674 96 6
1170 3808 5
2022 2289 2
1079 1203 9
1365 3606 10
1545 3461 10
4627 2158 2
159 846 2
2339 4199 6
4898 778 4
4207 3118 7
3063 1066 10
1427 902 6
839 4678 5
760 186 3
1027 2538 9
2432 3115 5
4172 2952 1
2730 4064 3
1551 1783 10
466 3818 3
2206 4203 3
1333 482 2
3781 807 3
3693 3270 2
3577 4315 10
3384 3891 9
543 3923 10
896 4325 4
2093 3033 6
282 4843 5
591 2336 9
105 3989 7
234 4404 1
1431 1876 8
789 3865 7
1528 1351 3
1363 3369 1
1552 3141 6
192 3371 9
2801 3833 10
2872 1708 9
1774 3678 7
296 2441 5
2126 1194 10
4056 4383 2
1089 4205 1
1627 3801 3
2205 4200 9
2974 2963 1
2700 1608 7
4789 2312 1
4925 2526 2
2714 3781 10
1692 483 7
1325 3193 7
3823 4924 1
963 4748 7
3081 4219 10
1861 332 10
147 3302 3
3107 1224 4
435 3723 2
3969 1365 3
3049 3833 10
1707 3733 1
1537 310 4
3011 4194 1
706 3954 3
1048 312 6
3407 598 3
1605 4841 8
4678 3937 9
1573 4865 7
2998 2868 5
456 305 5
383 1958 2
4778 202 3
2929 1040 6
3860 4553 6
366 2786 5
3285 4719 1
3196 4563 4
1736 2998 3
4493 2056 7
1671 3016 6
576 3754 7
3548 394 2
4108 2844 5
633 1267 6
2349 1581 3
2036 2833 3
4016 1340 1
2111 4181 3
1432 1048 1
4544 1661 2
2889 4670 5
2061 2114 8
1237 3384 1
3593 3997 6
3924 2577 8
1089 267 2
3598 3073 8
2277 4185 5
889 1551 9
2497 1841 1
758 4199 7
3974 4730 10
2198 1411 1
1342 4215 5
735 3708 1
4710 656 9
1179 4719 1
2272 4589 2
4587 2129 5
2608 684 3
719 649 2
2603 2434 2
4137 2359 10
579 3175 10
4732 190 5
2233 4593 9
854 3744 3
1719 147 8
878 2350 6
1329 4920 2
159 2504 8
1860 81 8
3074 386 2
1928 4733 7
676 1473 10
2655 682 6
421 306 4
287 547 10
487 615 8
1816 2851 6
4419 2563 7
2908 252 1
3109 2464 9
4482 3083 8
2786 1929 4
3164 3143 2
525 2264 5
1282 2191 7
4509 3624 7
4033 2731 7
4648 1931 10
4123 576 9
533 1776 7
1815 4437 3
4015 2099 1
4896 2594 3
1478 4506 9
4573 1471 4
1739 1364 5
291 1057 9
22 4405 6
1833 3865 4
3993 4213 10
3349 4392 3
2116 2646 7
1636 1725 4
797 1145 8
4054 1723 9
1422 2694 9
2984 1406 8
1761 311 3
1111 3198 10
3851 2869 7
3158 970 5
4445 4182 4
1581 1636 4
1043 2279 8
204 3344 3
3802 4964 3
3567 2917 10
3588 1973 1
2358 4795 2
1330 1176 8
2275 714 6
3919 2535 9
4459 1599 4
3411 277 1
4102 3387 3
1266 3344 5
3387 2435 4
4484 217 10
3642 2716 8
488 3041 9
3007 3313 8
1334 1567 5
1564 4883 5
1894 4194 8
3441 4786 6
487 3017 8
2613 2957 1
1831 2221 3
1836 2206 10
3364 1913 10
4473 2338 9
3370 1677 1
4366 3659 4
4869 4385 10
4678 655 4
618 1463 10
197 3587 1
3094 3801 6
3910 810 6
3407 14 8
736 755 8
2227 1656 8
1255 4203 8
4004 252 3
695 602 1
3243 166 9
3682 1738 7
10 4799 5
4108 1279 8
3745 3432 3
3627 2875 5
4994 2418 1
1474 3502 6
1607 3692 4
3640 4986 1
4352 549 6
3758 1636 9
3276 3360 10
197 291 4
3535 4991 2
581 249 1
4496 2214 3
3030 3296 5
4992 1506 3
1278 1775 5
3589 1530 2
3613 2073 7
3839 2639 2
265 49 5
2489 37 2
4774 3600 9
631 1843 4
1278 1077 10
4034 1356 3
2296 4747 9
901 1417 7
2298 3836 8
1528 4308 10
1478 813 2
291 816 1
791 2817 2
3818 2024 7
838 1583 9
3247 4696 6
3243 3778 10
2490 3454 6
4601 652 4
2035 1081 1
4236 483 7
2867 3030 9
4100 2459 5
2638 108 7
2962 4713 8
3149 1740 2
1334 1616 2
3028 3189 5
564 4262 7
2221 1959 3
266 2357 7
17 3128 9
4230 3008 1
1563 907 6
3743 4924 3
3684 1027 6
1330 15 2
4158 75 10
4829 1113 8
3938 3908 6
518 31 2
1235 1217 4
4913 231 2
1992 1115 1
3262 659 3
1407 4362 5
676 2256 4
3629 658 9
4331 3659 2
3761 221 5
2360 4281 8
3087 164 8
2379 1096 2
2068 1308 7
3660 1565 4
1158 835 2
3802 2181 6
3339 4758 4
754 1521 1
2926 3102 5
1361 1088 7
325 1067 6
4718 1337 4
4377 2714 7
301 3458 7
916 2912 1
3521 409 7
2125 3287 7
162 2315 9
4113 2733 6
2558 3206 9
1122 1374 10
985 858 10
1890 909 10
2604 3822 9
590 3728 1
2199 1668 4
88 1165 3
1204 3373 6
4277 786 4
4063 2307 6
4610 4863 6
4412 1954 1
2947 3255 4
3155 2033 7
1630 1521 10
1949 4242 7
860 4062 6
1238 1109 1
2338 2033 6
545 916 5
199 3165 4
1964 1549 1
1030 4899 4
1321 3909 1
2431 341 4
4461 1493 1
2708 758 10
1933 4893 2
578 3815 1
3439 2048 6
2818 4370 6
2388 3225 4
213 2782 7
2108 4861 7
4047 2134 1
4445 4634 3
3864 2231 5
747 963 9
1381 1577 10
4758 4015 4
2006 2486 5
82 1288 4
4095 1454 5
1141 4503 2
2656 1354 9
3995 1807 2
3643 421 5
3005 1026 10
499 2443 10
1182 665 2
3978 3071 4
83 224 2
3191 1378 2
4831 2126 1
942 161 2
393 570 6
2834 1880 2
3240 2387 7
1819 652 4
1386 4664 4
4268 4419 10
1521 1006 5
4369 2915 8
1029 3971 2
420 2870 3
71 760 9
4281 150 2
4294 4397 9
724 3512 6
3978 762 2
3678 3790 1
2411 1093 1
2849 2863 10
2802 4044 8
1759 1106 9
2516 3671 9
1622 3773 5
957 3258 3
3138 2112 1
2374 4748 6
1969 2258 10
3393 3585 2
4811 1111 8
3865 3550 6
845 3516 4
2648 1393 6
238 4836 2
1528 4648 10
1226 2900 5
1476 3283 9
2457 842 6
4944 227 9
1251 1915 2
2232 2541 7
4734 879 5
3396 3308 1
4631 2764 4
2137 1379 9
2424 1180 5
2287 4588 5
2914 2770 6
1124 2696 2
12 1653 7
2274 1584 9
4821 3180 1
4257 1958 2
401 361 8
1928 3723 10
4316 367 5
2559 251 1
2555 2515 4
4872 1073 3
2454 4485 8
2641 3317 3
717 361 9
3738 1446 7
4938 1436 9
1728 1183 1
4806 868 3
285 70 3
232 362 7
2323 3732 4
1550 9 1
791 1302 7
1878 4198 3
2020 493 4
2289 1431 4
366 235 7
3253 521 6
1652 4718 3
2099 721 8
4214 370 1
4476 3518 7
3881 1029 6
3053 4133 5
123 3599 8
1851 4399 8
1485 2749 2
1615 3341 3
1817 4835 10
2506 2074 6
4250 4904 1
3975 1509 10
2977 1264 3
4515 2027 9
2540 181 7
297 4838 9
2206 4215 10
2310 306 3
847 1585 8
2407 1482 3
3728 828 1
1156 4224 10
2243 696 9
2587 1104 9
1696 4056 9
3174 245 8
4796 798 5
2282 2322 2
2629 512 1
4839 3893 1
4198 3953 1
188 236 1
3757 1652 9
583 2044 7
336 2209 7
3419 2550 4
3775 2547 8
386 1638 1
2071 2083 7
3016 1829 5
816 1934 7
4633 2604 8
2870 363 3
3580 255 2
4515 1650 3
3768 1947 8
1715 4137 7
1477 1757 1
822 3073 9
936 3070 10
2941 3709 10
3207 1093 3
2658 1516 7
4517 2534 10
476 774 5
78 816 3
1083 3874 4
1154 3504 9
1401 3808 3
138 4192 4
3536 3804 9
460 2560 5
1976 3596 5
2362 2693 10
4180 4261 1
941 2948 8
3274 4244 10
3596 577 7
4781 4436 1
555 4714 7
2447 263 8
1012 4650 9
4372 860 9
3129 1750 10
3258 3027 6
499 1103 10
4974 2462 2
3436 3774 1
406 321 6
443 4302 2
4561 3990 8
552 984 2
642 229 8
2016 933 3
1610 1787 5
52 4110 6
2344 2974 10
1793 1799 7
4190 355 6
739 4575 9
1835 4739 8
3687 33 1
4015 2607 4
4869 2593 7
2730 1103 4
317 2565 10
1633 1003 10
4158 4677 8
175 1703 5
2946 309 10
3429 337 1
1702 371 10
1820 2233 4
2499 1595 10
3053 2206 9
2097 2079 8
3344 1391 1
1268 455 5
4112 2925 4
4799 1196 3
3325 2973 1
1097 466 9
3519 1611 8
2567 847 7
3509 1536 4
1048 123 10
4393 4668 3
4480 3622 6
3710 3176 4
1522 1519 8
1915 2316 1
1913 4066 8
3562 4295 3
2634 2958 4
427 1176 8
2034 2530 9
1979 3570 6
1237 290 3
4622 3902 9
3370 153 5
2679 4104 10
3771 2890 8
1512 2459 10
1850 4513 2
2711 3113 3
3165 3960 5
315 3012 10
2402 4473 8
4590 3369 6
4296 367 6
3195 3399 5
51 4829 4
2335 2046 10
2209 3672 9
4609 2571 4
149 1076 4
3031 2350 9
4393 2902 3
3013 1013 10
2666 975 7
3749 204 10
4083 2336 4
273 2253 7
4723 360 1
438 4204 10
4092 1198 7
3403 976 1
138 601 1
3557 2734 1
1634 2814 10
1770 1431 3
80 4446 4
4354 296 10
249 121 1
1788 2537 8
1544 508 1
3185 2127 1
1954 1777 5
4735 1765 2
1043 890 6
3781 1736 3
2629 3014 2
1686 4843 2
2829 4984 10
1006 3826 3
2497 3848 5
3166 2716 6
369 1792 5
2088 2878 7
